animal_type,breed,age,weight,gender,primary_symptom,secondary_symptoms,data_source,age_category,weight_category,symptom_count,has_fever,has_vomiting,has_diarrhea,has_lethargy,has_coughing,has_appetite_loss,has_skin_lesions,has_lameness,symptom_severity,is_emergency,is_chronic,breed_size,breed_health_risk,life_stage,is_young,is_senior,weight_age_ratio,weight_status,symptom_pattern,season,time_of_day,urgency_level,animal_type_encoded,breed_encoded,gender_encoded,primary_symptom_encoded,symptom_severity_encoded,breed_size_encoded,breed_health_risk_encoded,life_stage_encoded,weight_status_encoded,symptom_pattern_encoded,season_encoded,time_of_day_encoded,data_source_encoded
Dog,Beagle,8.1,21.1,Unknown,Sneezing,Sneezing; Weight Loss; Lethargy; Vomiting; Weight Loss,Veterinary Clinical Data,Senior,Large,5,False,True,False,True,False,False,False,False,Low,False,False,Small,Epilepsy,Senior,False,True,2.318681318681319,Normal,Gastrointestinal; Respiratory; Neurological,Summer,Afternoon,1,7,13,2,583,2,2,3,5,0,14,2,0,4
Cat,Persian,11.1,3.5,Unknown,Fever,Fever; Poor Growth; Diarrhea; Lethargy; Lethargy,Veterinary Clinical Data,Senior,Small,5,True,False,True,True,False,False,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.2892561983471075,Normal,Gastrointestinal; Neurological,Summer,Evening,3,3,82,2,229,1,4,5,1,0,6,2,1,4
Dog,Rottweiler,13.3,26.9,Unknown,Lethargy,Lethargy; Coughing; Diarrhea; Lethargy; Lethargy,Veterinary Clinical Data,Senior,Large,5,False,False,True,True,True,False,False,False,Medium,False,False,Large,Low Risk,Geriatric,False,True,1.881118881118881,Normal,Gastrointestinal; Respiratory; Neurological,Fall,Morning,2,7,94,2,355,3,1,5,1,0,14,0,2,4
Cat,Siamese,14.0,5.9,Unknown,Appetite Loss,Appetite Loss; Pain; Vomiting; Fever; Pain,Veterinary Clinical Data,Senior,Medium,5,True,True,False,False,False,True,False,False,Medium,False,False,Unknown,Low Risk,Geriatric,False,True,0.39333333333333337,Normal,Gastrointestinal; Musculoskeletal,Winter,Afternoon,2,3,102,2,27,3,4,5,1,0,5,3,0,4
Cat,Scottish Fold,5.3,5.1,Unknown,Discharge From Eyes,Discharge From Eyes; Lethargy; Coughing; Sneezing; Fatique,Veterinary Clinical Data,Adult,Medium,5,False,False,False,True,True,False,False,False,Low,False,False,Unknown,Low Risk,Adult,False,False,0.8095238095238095,Normal,Respiratory; Neurological,Spring,Afternoon,1,3,97,2,154,2,4,5,0,0,28,1,0,4
Cat,Mixed Breed,5.0,4.8,Unknown,High Moratality,High Moratality; Diarrhea; Appetite Loss; Dehydration; Lethargy,Veterinary Clinical Data,Adult,Small,5,False,False,True,True,False,True,False,False,Low,False,False,Unknown,Low Risk,Adult,False,False,0.7999999999999999,Normal,Gastrointestinal; Neurological,Winter,Evening,1,3,75,2,289,2,4,5,0,0,6,3,1,4
Cat,Mixed Breed,4.5,2.5,Unknown,Vomiting,Vomiting; Diarrhea; Fever; Pain; Dehydration,Veterinary Clinical Data,Adult,Small,5,True,True,True,False,False,False,False,False,Medium,False,False,Unknown,Low Risk,Adult,False,False,0.45454545454545453,Normal,Gastrointestinal; Musculoskeletal,Fall,Evening,2,3,75,2,694,3,4,5,0,0,5,0,1,4
Dog,Mixed Breed,8.0,40.0,Unknown,Weight Loss,Weight Loss; Coughing; Appetite Loss; Fever; Lethargy,Veterinary Clinical Data,Senior,XLarge,5,True,False,False,True,True,True,False,False,High,False,False,Unknown,Low Risk,Senior,False,True,4.444444444444445,Normal,Gastrointestinal; Respiratory; Neurological,Summer,Afternoon,3,7,75,2,709,1,4,5,5,0,14,2,0,4
Dog,Golden Retriever,0.5,39.3,Unknown,Pain,Pain; Sneezing; Appetite Loss; Vomiting; Lethargy,Veterinary Clinical Data,Puppy/Kitten,XLarge,5,False,True,False,True,False,True,False,False,High,False,False,Large,Cancer,Puppy,True,False,26.2,Normal,Gastrointestinal; Respiratory; Neurological; Musculoskeletal,Fall,Afternoon,3,7,52,2,437,1,1,1,4,0,17,0,0,4
Cat,Bengal,15.6,3.9,Unknown,Stumbling,Stumbling; Lethargy; Weight Loss; Urination Problem; Drooling,Veterinary Clinical Data,Geriatric,Small,5,False,False,False,True,False,False,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.23493975903614456,Normal,Neurological,Winter,Night,1,3,16,2,609,2,4,5,1,0,20,3,3,4
Cat,Sphynx,14.2,4.2,Unknown,Fever,Fever; Diarrhea; Loss Of Appetite; Colic; Lethargy,Veterinary Clinical Data,Senior,Small,5,True,False,True,True,False,False,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.27631578947368424,Normal,Gastrointestinal; Neurological,Spring,Morning,3,3,107,2,229,1,4,5,1,0,6,1,2,4
Dog,Golden Retriever,7.7,33.3,Unknown,Diarrhea,Diarrhea; Pain; Urination Problem; Lethargy; Diarrhea,Veterinary Clinical Data,Senior,XLarge,5,False,False,True,True,False,False,False,False,Medium,False,False,Large,Cancer,Senior,False,True,3.8275862068965516,Normal,Gastrointestinal; Neurological; Musculoskeletal,Fall,Night,2,7,52,2,128,3,1,1,5,0,9,0,3,4
Dog,German Shepherd,11.7,43.2,Unknown,Appetite Loss,Appetite Loss; Lethargy; Loss Of Tail Tone; Sneezing; Weight Loss,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,True,False,True,False,False,Medium,False,False,Large,Hip Dysplasia,Geriatric,False,True,3.401574803149607,Normal,Gastrointestinal; Respiratory; Neurological,Spring,Afternoon,2,7,51,2,27,3,1,4,1,0,14,1,0,4
Cat,Maine Coon,15.0,7.4,Unknown,Dull Ness,Dull Ness; Muscles Problem; Changed Gait; Pain; Pain,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,False,False,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.4625,Normal,Musculoskeletal,Fall,Night,1,3,70,2,175,2,4,5,1,0,19,0,3,4
Cat,Ragdoll,13.9,6.7,Unknown,Lethargy,Lethargy; Fever; Increased In Breathing; Inappentence; Blindness,Veterinary Clinical Data,Senior,Medium,5,True,False,False,True,False,False,False,False,Medium,False,False,Unknown,Low Risk,Geriatric,False,True,0.44966442953020136,Normal,Neurological,Spring,Night,2,3,89,2,355,3,4,5,1,0,20,1,3,4
Cat,Mixed Breed,16.1,6.4,Unknown,Appetite Loss,Appetite Loss; Weight Loss; Lethargy; Lethargy; Diarrhea,Veterinary Clinical Data,Geriatric,Medium,5,False,False,True,True,False,True,False,False,Medium,False,False,Unknown,Low Risk,Geriatric,False,True,0.3742690058479532,Normal,Gastrointestinal; Neurological,Spring,Afternoon,2,3,75,2,27,3,4,5,1,0,6,1,0,4
Dog,Bulldog,3.3,22.6,Unknown,Lethargy,Lethargy; Weight Loss; Pain; Weight Loss; Appetite Loss,Veterinary Clinical Data,Adult,Large,5,False,False,False,True,False,True,False,False,Medium,False,False,Unknown,Respiratory,Adult,False,False,5.2558139534883725,Normal,Gastrointestinal; Neurological; Musculoskeletal,Summer,Evening,2,7,27,2,355,3,4,7,0,0,9,2,1,4
Dog,Rottweiler,10.6,27.1,Unknown,Lethargy,Lethargy; Hot Joints; Lethargy; Diarrhea; Sneezing,Veterinary Clinical Data,Senior,Large,5,False,False,True,True,False,False,False,False,Medium,False,False,Large,Low Risk,Geriatric,False,True,2.336206896551724,Normal,Gastrointestinal; Respiratory; Neurological,Spring,Afternoon,2,7,94,2,355,3,1,5,1,0,14,1,0,4
Dog,Labrador Retriever,7.5,32.0,Unknown,Itches,Itches; Coughing; Lethargy; Loss Of Wool; Pain,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,True,True,False,False,False,Low,False,False,Large,Obesity,Senior,False,True,3.764705882352941,Normal,Respiratory; Neurological; Musculoskeletal,Summer,Evening,1,7,63,2,321,2,1,6,5,0,31,2,1,4
Dog,German Shepherd,13.0,32.4,Unknown,Pain,Pain; Septic Arthritis; Weight Loss; Pain; Retching,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,False,False,False,False,False,High,False,False,Large,Hip Dysplasia,Geriatric,False,True,2.314285714285714,Normal,Musculoskeletal,Winter,Afternoon,3,7,51,2,437,1,1,4,1,0,19,3,0,4
Cat,Sphynx,14.3,3.5,Unknown,Difficulty In Breathing,Difficulty In Breathing; Swelling Problem; Bleeding From Wounds; Frequent Yawning; Appetite Loss,Veterinary Clinical Data,Senior,Small,5,False,False,False,False,False,True,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.22875816993464052,Normal,Gastrointestinal,Winter,Afternoon,1,3,107,2,136,2,4,5,1,0,2,3,0,4
Cat,Ragdoll,10.8,8.2,Unknown,Lethargy,Lethargy; Lethargy; Diarrhea; Fever; Weight Loss,Veterinary Clinical Data,Senior,Medium,5,True,False,True,True,False,False,False,False,Medium,False,False,Unknown,Low Risk,Geriatric,False,True,0.6949152542372881,Overweight,Gastrointestinal; Neurological,Summer,Afternoon,2,3,89,2,355,3,4,5,1,1,6,2,0,4
Dog,Rottweiler,4.7,32.1,Unknown,Vomiting,Vomiting; Weight Loss; Sneezing; Vomiting; Carcass Decomposes,Veterinary Clinical Data,Adult,XLarge,5,False,True,False,False,False,False,False,False,Medium,False,False,Large,Low Risk,Adult,False,False,5.631578947368421,Normal,Gastrointestinal; Respiratory,Summer,Morning,2,7,94,2,694,3,1,5,0,0,10,2,2,4
Cat,Ragdoll,0.7,7.4,Unknown,Lethargy,Lethargy; Appetite Loss; Sneezing; Vomiting; Sneezing,Veterinary Clinical Data,Puppy/Kitten,Medium,5,False,True,False,True,False,True,False,False,Medium,False,False,Unknown,Low Risk,Kitten,True,False,4.352941176470589,Normal,Gastrointestinal; Respiratory; Neurological,Fall,Evening,2,3,89,2,355,3,4,5,3,0,14,0,1,4
Cat,Mixed Breed,2.8,3.4,Unknown,Fever,Fever; Sneezing; Fever; Fever; Lethargy,Veterinary Clinical Data,Young,Small,5,True,False,False,True,False,False,False,False,High,False,False,Unknown,Low Risk,Young Adult,False,False,0.8947368421052632,Normal,Respiratory; Neurological,Fall,Morning,3,3,75,2,229,1,4,5,7,0,28,0,2,4
Cat,Bengal,11.9,3.4,Unknown,Red Skin,Red Skin; Pain; Sneezing; Weight Loss; Lethargy,Veterinary Clinical Data,Senior,Small,5,False,False,False,True,False,False,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.2635658914728682,Normal,Respiratory; Neurological; Musculoskeletal,Fall,Afternoon,1,3,16,2,484,2,4,5,1,0,31,0,0,4
Dog,Labrador Retriever,0.6,33.9,Unknown,Coughing,Coughing; Diarrhea; Diarrhea; Appetite Loss; Coughing,Veterinary Clinical Data,Puppy/Kitten,XLarge,5,False,False,True,False,True,True,False,False,Low,False,False,Large,Obesity,Puppy,True,False,21.187499999999996,Normal,Gastrointestinal; Respiratory,Winter,Night,1,7,63,2,106,2,1,6,4,0,10,3,3,4
Cat,Sphynx,7.3,2.8,Unknown,Weight Loss,Weight Loss; Vomiting; Diarrhea; Weight Loss; Diarrhea,Veterinary Clinical Data,Senior,Small,5,False,True,True,False,False,False,False,False,High,False,False,Unknown,Low Risk,Senior,False,True,0.3373493975903614,Normal,Gastrointestinal,Fall,Morning,3,3,107,2,709,1,4,5,5,0,2,0,2,4
Cat,Bengal,6.5,3.9,Unknown,Rub,Rub; Appetite Loss; Coughing; Vomiting; Congestion,Veterinary Clinical Data,Adult,Small,5,False,True,False,False,True,True,False,False,Low,False,False,Unknown,Low Risk,Adult,False,False,0.52,Normal,Gastrointestinal; Respiratory,Spring,Evening,1,3,16,2,511,2,4,5,0,0,10,1,1,4
Cat,Persian,7.6,4.6,Unknown,Coughing,Coughing; Lethargy; Sneezing; Appetite Loss; Hyperaestesia,Veterinary Clinical Data,Senior,Small,5,False,False,False,True,True,True,False,False,Low,False,False,Unknown,Low Risk,Senior,False,True,0.5348837209302325,Normal,Gastrointestinal; Respiratory; Neurological,Spring,Afternoon,1,3,82,2,106,2,4,5,5,0,14,1,0,4
Cat,British Shorthair,8.9,5.2,Unknown,Sneezing,Sneezing; Vomiting; Chronic Eye Inflamation; Appetite Loss; Diarrhea,Veterinary Clinical Data,Senior,Medium,5,False,True,True,False,False,True,False,False,Low,False,False,Unknown,Low Risk,Senior,False,True,0.5252525252525253,Normal,Gastrointestinal; Respiratory,Fall,Morning,1,3,25,2,583,2,4,5,5,0,10,0,2,4
Dog,Labrador Retriever,11.3,39.7,Unknown,Weight Loss,Weight Loss; Lethargy; Coughing; Fever; Appetite Loss,Veterinary Clinical Data,Senior,XLarge,5,True,False,False,True,True,True,False,False,High,False,False,Large,Obesity,Geriatric,False,True,3.227642276422764,Normal,Gastrointestinal; Respiratory; Neurological,Spring,Night,3,7,63,2,709,1,1,6,1,0,14,1,3,4
Dog,Bulldog,5.2,23.5,Unknown,Diarrhea,Diarrhea; Appetite Loss; Fever; Change Their Normal Behaviour; Pain,Veterinary Clinical Data,Adult,Large,5,True,False,True,False,False,True,False,False,Medium,False,False,Unknown,Respiratory,Adult,False,False,3.790322580645161,Normal,Gastrointestinal; Musculoskeletal,Winter,Morning,2,7,27,2,128,3,4,7,0,0,5,3,2,4
Dog,Yorkshire Terrier,8.2,8.8,Unknown,Coughing,Coughing; Appetite Loss; Lethargy; Poor Conformation; Fever,Veterinary Clinical Data,Senior,Medium,5,True,False,False,True,True,True,False,False,Low,False,False,Toy,Low Risk,Senior,False,True,0.9565217391304349,Normal,Gastrointestinal; Respiratory; Neurological,Spring,Evening,1,7,121,2,106,2,3,5,5,0,14,1,1,4
Dog,Rottweiler,8.7,31.9,Unknown,Weight Loss,Weight Loss; Severe Colic; Vomiting; Diarrhea; Vomiting,Veterinary Clinical Data,Senior,XLarge,5,False,True,True,False,False,False,False,False,High,False,False,Large,Low Risk,Senior,False,True,3.2886597938144333,Normal,Gastrointestinal,Winter,Morning,3,7,94,2,709,1,1,5,5,0,2,3,2,4
Cat,Siamese,13.9,7.7,Unknown,Weight Loss,Weight Loss; Vomiting; Fever; Lethargy; Dejection,Veterinary Clinical Data,Senior,Medium,5,True,True,False,True,False,False,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.5167785234899329,Normal,Gastrointestinal; Neurological,Summer,Night,3,3,102,2,709,1,4,5,1,0,6,2,3,4
Dog,Labrador Retriever,9.0,37.2,Unknown,Sneezing,Sneezing; Lethargy; Coughing; Fever; Diarrhea,Veterinary Clinical Data,Senior,XLarge,5,True,False,True,True,True,False,False,False,Low,False,False,Large,Obesity,Senior,False,True,3.72,Normal,Gastrointestinal; Respiratory; Neurological,Summer,Night,1,7,63,2,583,2,1,6,5,0,14,2,3,4
Cat,Siamese,11.8,6.3,Unknown,Fever,Fever; Coughing; Diarrhea; Skin Issue; Fever,Veterinary Clinical Data,Senior,Medium,5,True,False,True,False,True,False,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.49218749999999994,Normal,Gastrointestinal; Respiratory,Summer,Evening,3,3,102,2,229,1,4,5,1,0,10,2,1,4
Dog,Boxer,8.5,18.0,Unknown,Sneezing,Sneezing; Vomiting; Fever; Pain; Coughing,Veterinary Clinical Data,Senior,Large,5,True,True,False,False,True,False,False,False,Low,False,False,Unknown,Cardiac,Senior,False,True,1.894736842105263,Normal,Gastrointestinal; Respiratory; Musculoskeletal,Summer,Night,1,7,23,2,583,2,4,2,5,0,13,2,3,4
Cat,Mixed Breed,2.5,2.8,Unknown,Swollen,Swollen; Warm; Constipation; Lethargy; Bloody,Veterinary Clinical Data,Young,Small,5,False,False,False,True,False,False,False,False,Low,False,False,Unknown,Low Risk,Young Adult,False,False,0.7999999999999999,Normal,Neurological,Spring,Afternoon,1,3,75,2,634,2,4,5,7,0,20,1,0,4
Cat,Mixed Breed,8.7,7.3,Unknown,Pain,Pain; Fever; Diarrhea; Lethargy; Wool Loss,Veterinary Clinical Data,Senior,Medium,5,True,False,True,True,False,False,False,False,High,False,False,Unknown,Low Risk,Senior,False,True,0.7525773195876289,Normal,Gastrointestinal; Neurological; Musculoskeletal,Fall,Night,3,3,75,2,437,1,4,5,5,0,9,0,3,4
Dog,Poodle,14.0,7.2,Unknown,Lethargy,Lethargy; Weight Loss; Lethargy; Sneezing; Lethargy,Veterinary Clinical Data,Senior,Medium,5,False,False,False,True,False,False,False,False,Medium,False,False,Small,Skin Issues,Geriatric,False,True,0.48000000000000004,Normal,Respiratory; Neurological,Spring,Afternoon,2,7,87,2,355,3,2,8,1,0,28,1,0,4
Cat,Bengal,17.6,4.6,Unknown,Coughing,Coughing; Diarrhea; Vomiting; Swelling Of Eyelid; Sneezing,Veterinary Clinical Data,Geriatric,Small,5,False,True,True,False,True,False,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.24731182795698922,Normal,Gastrointestinal; Respiratory,Winter,Morning,1,3,16,2,106,2,4,5,1,0,10,3,2,4
Dog,Boxer,3.2,16.7,Unknown,Lethargy,Lethargy; Lethargy; Vomiting; Sneezing; Pain,Veterinary Clinical Data,Adult,Large,5,False,True,False,True,False,False,False,False,Medium,False,False,Unknown,Cardiac,Adult,False,False,3.976190476190476,Normal,Gastrointestinal; Respiratory; Neurological; Musculoskeletal,Spring,Afternoon,2,7,23,2,355,3,4,2,0,0,17,1,0,4
Dog,Poodle,0.5,6.4,Unknown,Lethargy,Lethargy; Stop Eating; Lethargy; Fever; Sneezing,Veterinary Clinical Data,Puppy/Kitten,Medium,5,True,False,False,True,False,False,False,False,Medium,False,False,Small,Skin Issues,Puppy,True,False,4.266666666666667,Normal,Respiratory; Neurological,Spring,Afternoon,2,7,87,2,355,3,2,8,4,0,28,1,0,4
Cat,Mixed Breed,16.6,3.7,Unknown,Gas Or Bloating,Gas Or Bloating; Vomiting; Dehydration; Passing Of Undigested Food; Diarrhea,Veterinary Clinical Data,Geriatric,Small,5,False,True,True,False,False,False,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.2102272727272727,Normal,Gastrointestinal,Winter,Morning,1,3,75,2,253,2,4,5,1,0,2,3,2,4
Cat,Maine Coon,13.1,8.0,Unknown,Pain,Pain; Appetite Loss; Vomiting; Pain; Vomiting,Veterinary Clinical Data,Senior,Medium,5,False,True,False,False,False,True,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.5673758865248227,Normal,Gastrointestinal; Musculoskeletal,Summer,Night,3,3,70,2,437,1,4,5,1,0,5,2,3,4
Dog,Yorkshire Terrier,6.0,8.0,Unknown,Coughing,Coughing; Diarrhea; Changes In Outer Layer Skin; Pustulses; Pain,Veterinary Clinical Data,Adult,Medium,5,False,False,True,False,True,False,False,False,Low,False,False,Toy,Low Risk,Adult,False,False,1.1428571428571428,Normal,Gastrointestinal; Respiratory; Musculoskeletal,Summer,Afternoon,1,7,121,2,106,2,3,5,0,0,13,2,0,4
Dog,Labrador Retriever,4.2,35.4,Unknown,Appetite Loss,Appetite Loss; Pain; Coughing; Sneezing; Fever,Veterinary Clinical Data,Adult,XLarge,5,True,False,False,False,True,True,False,False,Medium,False,False,Large,Obesity,Adult,False,False,6.8076923076923075,Normal,Gastrointestinal; Respiratory; Musculoskeletal,Summer,Night,2,7,63,2,27,3,1,6,0,0,13,2,3,4
Dog,Mixed Breed,4.6,40.0,Unknown,Appetite Loss,Appetite Loss; Fever; Lethargy; Diarrhea; Diarrhea,Veterinary Clinical Data,Adult,XLarge,5,True,False,True,True,False,True,False,False,Medium,False,False,Unknown,Low Risk,Adult,False,False,7.142857142857143,Normal,Gastrointestinal; Neurological,Fall,Morning,2,7,75,2,27,3,4,5,0,0,6,0,2,4
Cat,Mixed Breed,10.2,6.9,Unknown,Unsteady Gait,Unsteady Gait; Twitching; Blindness; Swelling On Joints; Pain,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,False,False,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.6160714285714286,Normal,Dermatological; Musculoskeletal,Winter,Evening,1,3,75,2,682,2,4,5,1,0,1,3,1,4
Cat,Ragdoll,7.2,6.5,Unknown,Fever,Fever; Weight Loss; Blood Clots; Fever; Vomiting,Veterinary Clinical Data,Senior,Medium,5,True,True,False,False,False,False,False,False,High,False,False,Unknown,Low Risk,Senior,False,True,0.7926829268292683,Normal,Gastrointestinal,Winter,Night,3,3,89,2,229,1,4,5,5,0,2,3,3,4
Dog,Poodle,3.7,6.6,Unknown,Diarrhea,Diarrhea; Pain; Vomiting; Fever; Appetite Loss,Veterinary Clinical Data,Adult,Medium,5,True,True,True,False,False,True,False,False,Medium,False,False,Small,Skin Issues,Adult,False,False,1.404255319148936,Normal,Gastrointestinal; Musculoskeletal,Spring,Night,2,7,87,2,128,3,2,8,0,0,5,1,3,4
Dog,Bulldog,12.3,21.7,Unknown,Pain,Pain; Pain; Sneezing; Enlarged Lymph Nodes Or Swelling; Attempt To Urinate,Veterinary Clinical Data,Senior,Large,5,False,False,False,False,False,False,False,False,High,False,False,Unknown,Respiratory,Geriatric,False,True,1.631578947368421,Normal,Respiratory; Musculoskeletal,Fall,Evening,3,7,27,2,437,1,4,7,1,0,27,0,1,4
Cat,Ragdoll,18.0,7.4,Unknown,Pain,Pain; Appetite Loss; Less Feather Growth; Fever; Fever,Veterinary Clinical Data,Geriatric,Medium,5,True,False,False,False,False,True,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.38947368421052636,Normal,Gastrointestinal; Musculoskeletal,Summer,Evening,3,3,89,2,437,1,4,5,1,0,5,2,1,4
Dog,Labrador Retriever,10.4,32.6,Unknown,Diarrhea,Diarrhea; Appetite Loss; Pain; Coughing; Tear Production,Veterinary Clinical Data,Senior,XLarge,5,False,False,True,False,True,True,False,False,Medium,False,False,Large,Obesity,Geriatric,False,True,2.8596491228070176,Normal,Gastrointestinal; Respiratory; Musculoskeletal,Fall,Morning,2,7,63,2,128,3,1,6,1,0,13,0,2,4
Cat,British Shorthair,11.8,7.4,Unknown,Pain,Pain; Vomiting; Appetite Loss; Loss Of Appettite; Coughing,Veterinary Clinical Data,Senior,Medium,5,False,True,False,False,True,True,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.578125,Normal,Gastrointestinal; Respiratory; Musculoskeletal,Winter,Night,3,3,25,2,437,1,4,5,1,0,13,3,3,4
Dog,Boxer,0.5,15.8,Unknown,Lethargy,Lethargy; Appetite Loss; Hemoglobinuria; Vomiting; Faeces Are Streake With Blood,Veterinary Clinical Data,Puppy/Kitten,Large,5,False,True,False,True,False,True,False,False,Medium,False,False,Unknown,Cardiac,Puppy,True,False,10.533333333333333,Normal,Gastrointestinal; Neurological,Winter,Night,2,7,23,2,355,3,4,2,4,0,6,3,3,4
Dog,Mixed Breed,5.5,26.5,Unknown,Pain,Pain; Lethargy; Diarrhea; Sneezing; Dandruff,Veterinary Clinical Data,Adult,Large,5,False,False,True,True,False,False,False,False,High,False,False,Unknown,Low Risk,Adult,False,False,4.076923076923077,Normal,Gastrointestinal; Respiratory; Neurological; Musculoskeletal,Spring,Morning,3,7,75,2,437,1,4,5,0,0,17,1,2,4
Dog,Golden Retriever,0.8,38.8,Unknown,Vomiting,Vomiting; Lethargy; Pain; Ulcer On Gum; Coughing,Veterinary Clinical Data,Puppy/Kitten,XLarge,5,False,True,False,True,True,False,False,False,Medium,False,False,Large,Cancer,Puppy,True,False,21.555555555555554,Normal,Gastrointestinal; Respiratory; Neurological; Musculoskeletal,Spring,Night,2,7,52,2,694,3,1,1,4,0,17,1,3,4
Cat,Scottish Fold,5.5,5.6,Unknown,Lethargy,Lethargy; Sneezing; Coughing; Discharge From Eyes; Fatique,Veterinary Clinical Data,Adult,Medium,5,False,False,False,True,True,False,False,False,Medium,False,False,Unknown,Low Risk,Adult,False,False,0.8615384615384615,Normal,Respiratory; Neurological,Winter,Afternoon,2,3,97,2,355,3,4,5,0,0,28,3,0,4
Dog,German Shepherd,2.7,45.0,Unknown,Fever,Fever; Malaise; Lethargy; Weight Loss; Pain,Veterinary Clinical Data,Young,XLarge,5,True,False,False,True,False,False,False,False,High,False,False,Large,Hip Dysplasia,Young Adult,False,False,12.162162162162161,Normal,Neurological; Musculoskeletal,Summer,Afternoon,3,7,51,2,229,1,1,4,7,0,23,2,0,4
Dog,Labrador Retriever,4.0,38.8,Unknown,Fever,Fever; Hemolytic Anemia; Hemoglobinuria; Pulmonary Congestion; Jaundice,Veterinary Clinical Data,Adult,XLarge,5,True,False,False,False,False,False,False,False,High,False,False,Large,Obesity,Adult,False,False,7.76,Normal,General,Summer,Afternoon,3,7,63,2,229,1,1,6,0,0,18,2,0,4
Cat,Siamese,1.9,3.6,Unknown,Lethargy,Lethargy; Lameness; Severe Inflammation; Fever; Pain,Veterinary Clinical Data,Young,Small,5,True,False,False,True,False,False,False,True,Medium,False,False,Unknown,Low Risk,Young Adult,True,False,1.2413793103448276,Normal,Neurological; Musculoskeletal,Fall,Night,2,3,102,2,355,3,4,5,7,0,23,0,3,4
Dog,German Shepherd,4.4,35.9,Unknown,Fever,Fever; Pain; Thick Crusting; Weight Loss; Vomiting,Veterinary Clinical Data,Adult,XLarge,5,True,True,False,False,False,False,False,False,High,False,False,Large,Hip Dysplasia,Adult,False,False,6.648148148148147,Normal,Gastrointestinal; Musculoskeletal,Winter,Afternoon,3,7,51,2,229,1,1,4,0,0,5,3,0,4
Dog,Bulldog,10.4,20.8,Unknown,Diarrhea,Diarrhea; Pain; Redness Of White Of The Eye; Sneezing; Swelling Of Udder,Veterinary Clinical Data,Senior,Large,5,False,False,True,False,False,False,False,False,Medium,False,False,Unknown,Respiratory,Geriatric,False,True,1.8245614035087718,Normal,Gastrointestinal; Respiratory; Musculoskeletal,Winter,Afternoon,2,7,27,2,128,3,4,7,1,0,13,3,0,4
Cat,British Shorthair,16.0,5.5,Unknown,Lethargy,Lethargy; Diarrhea; Lethargy; Sneezing; Vomiting,Veterinary Clinical Data,Geriatric,Medium,5,False,True,True,True,False,False,False,False,Medium,False,False,Unknown,Low Risk,Geriatric,False,True,0.3235294117647059,Normal,Gastrointestinal; Respiratory; Neurological,Summer,Morning,2,3,25,2,355,3,4,5,1,0,14,2,2,4
Dog,Beagle,11.6,26.0,Unknown,Lethargy,Lethargy; Lethargy; Sneezing; Diarrhea; Lethargy,Veterinary Clinical Data,Senior,Large,5,False,False,True,True,False,False,False,False,Medium,False,False,Small,Epilepsy,Geriatric,False,True,2.0634920634920637,Normal,Gastrointestinal; Respiratory; Neurological,Summer,Morning,2,7,13,2,355,3,2,3,1,0,14,2,2,4
Dog,Mixed Breed,6.7,16.0,Unknown,Diarrhea,Diarrhea; Lethargy; Difficulty Breating; Fever; Lethargy,Veterinary Clinical Data,Adult,Large,5,True,False,True,True,False,False,False,False,Medium,False,False,Unknown,Low Risk,Adult,False,False,2.0779220779220777,Normal,Gastrointestinal; Neurological,Winter,Evening,2,7,75,2,128,3,4,5,0,0,6,3,1,4
Dog,German Shepherd,10.6,25.0,Unknown,Fever,Fever; Lethargy; Vomiting; Diarrhea; Tachypea,Veterinary Clinical Data,Senior,Large,5,True,True,True,True,False,False,False,False,High,False,False,Large,Hip Dysplasia,Geriatric,False,True,2.1551724137931036,Normal,Gastrointestinal; Neurological,Spring,Evening,3,7,51,2,229,1,1,4,1,0,6,1,1,4
Cat,Ragdoll,15.5,5.6,Unknown,Rough Hair Coat,Rough Hair Coat; Lethargy; Diarrhea; Lethargy; Pain,Veterinary Clinical Data,Geriatric,Medium,5,False,False,True,True,False,False,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.33939393939393936,Normal,Gastrointestinal; Neurological; Musculoskeletal,Winter,Evening,1,3,89,2,508,2,4,5,1,0,9,3,1,4
