animal_type,breed,age,weight,gender,primary_symptom,secondary_symptoms,data_source,age_category,weight_category,symptom_count,has_fever,has_vomiting,has_diarrhea,has_lethargy,has_coughing,has_appetite_loss,has_skin_lesions,has_lameness
Cat,British Shorthair,17.2,5.6,Unknown,Diarrhea,Diarrhea; Lethargy; Stunted Growth; Swelling Of Eyelid; Lethargy,Veterinary Clinical Data,Geriatric,Medium,5,False,False,True,True,False,False,False,False
Dog,Labrador Retriever,5.4,25.0,Unknown,Vomiting,Vomiting; Pain; Paresis; Weight Loss; Lethargy,Veterinary Clinical Data,Adult,Large,5,False,True,False,True,False,False,False,False
Cat,Siamese,11.5,8.0,Unknown,Sneezing,Sneezing; Lethargy; Appetite Loss; Coughing; Lethargy,Veterinary Clinical Data,Senior,Medium,5,False,False,False,True,True,True,False,False
Dog,Beagle,8.1,21.1,Unknown,Sneezing,Sneezing; Weight Loss; Lethargy; Vomiting; Weight Loss,Veterinary Clinical Data,Senior,Large,5,False,True,False,True,False,False,False,False
Cat,Persian,11.1,3.5,Unknown,Fever,Fever; Poor Growth; Diarrhea; Lethargy; Lethargy,Veterinary Clinical Data,Senior,Small,5,True,False,True,True,False,False,False,False
Dog,Rottweiler,13.3,26.9,Unknown,Lethargy,Lethargy; Coughing; Diarrhea; Lethargy; Lethargy,Veterinary Clinical Data,Senior,Large,5,False,False,True,True,True,False,False,False
Cat,Siamese,14.0,5.9,Unknown,Appetite Loss,Appetite Loss; Pain; Vomiting; Fever; Pain,Veterinary Clinical Data,Senior,Medium,5,True,True,False,False,False,True,False,False
Cat,Scottish Fold,5.3,5.1,Unknown,Discharge From Eyes,Discharge From Eyes; Lethargy; Coughing; Sneezing; Fatique,Veterinary Clinical Data,Adult,Medium,5,False,False,False,True,True,False,False,False
Cat,Mixed Breed,5.0,4.8,Unknown,High Moratality,High Moratality; Diarrhea; Appetite Loss; Dehydration; Lethargy,Veterinary Clinical Data,Adult,Small,5,False,False,True,True,False,True,False,False
Cat,Mixed Breed,4.5,2.5,Unknown,Vomiting,Vomiting; Diarrhea; Fever; Pain; Dehydration,Veterinary Clinical Data,Adult,Small,5,True,True,True,False,False,False,False,False
Dog,Mixed Breed,8.0,40.0,Unknown,Weight Loss,Weight Loss; Coughing; Appetite Loss; Fever; Lethargy,Veterinary Clinical Data,Senior,XLarge,5,True,False,False,True,True,True,False,False
Dog,Golden Retriever,0.5,39.3,Unknown,Pain,Pain; Sneezing; Appetite Loss; Vomiting; Lethargy,Veterinary Clinical Data,Puppy/Kitten,XLarge,5,False,True,False,True,False,True,False,False
Cat,Bengal,15.6,3.9,Unknown,Stumbling,Stumbling; Lethargy; Weight Loss; Urination Problem; Drooling,Veterinary Clinical Data,Geriatric,Small,5,False,False,False,True,False,False,False,False
Cat,Sphynx,14.2,4.2,Unknown,Fever,Fever; Diarrhea; Loss Of Appetite; Colic; Lethargy,Veterinary Clinical Data,Senior,Small,5,True,False,True,True,False,False,False,False
Dog,Golden Retriever,7.7,33.3,Unknown,Diarrhea,Diarrhea; Pain; Urination Problem; Lethargy; Diarrhea,Veterinary Clinical Data,Senior,XLarge,5,False,False,True,True,False,False,False,False
Dog,German Shepherd,11.7,43.2,Unknown,Appetite Loss,Appetite Loss; Lethargy; Loss Of Tail Tone; Sneezing; Weight Loss,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,True,False,True,False,False
Cat,Maine Coon,15.0,7.4,Unknown,Dull Ness,Dull Ness; Muscles Problem; Changed Gait; Pain; Pain,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,False,False,False,False
Cat,Ragdoll,13.9,6.7,Unknown,Lethargy,Lethargy; Fever; Increased In Breathing; Inappentence; Blindness,Veterinary Clinical Data,Senior,Medium,5,True,False,False,True,False,False,False,False
Cat,Mixed Breed,16.1,6.4,Unknown,Appetite Loss,Appetite Loss; Weight Loss; Lethargy; Lethargy; Diarrhea,Veterinary Clinical Data,Geriatric,Medium,5,False,False,True,True,False,True,False,False
Dog,Bulldog,3.3,22.6,Unknown,Lethargy,Lethargy; Weight Loss; Pain; Weight Loss; Appetite Loss,Veterinary Clinical Data,Adult,Large,5,False,False,False,True,False,True,False,False
Dog,Rottweiler,10.6,27.1,Unknown,Lethargy,Lethargy; Hot Joints; Lethargy; Diarrhea; Sneezing,Veterinary Clinical Data,Senior,Large,5,False,False,True,True,False,False,False,False
Dog,Labrador Retriever,7.5,32.0,Unknown,Itches,Itches; Coughing; Lethargy; Loss Of Wool; Pain,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,True,True,False,False,False
Dog,German Shepherd,13.0,32.4,Unknown,Pain,Pain; Septic Arthritis; Weight Loss; Pain; Retching,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,False,False,False,False,False
Cat,Sphynx,14.3,3.5,Unknown,Difficulty In Breathing,Difficulty In Breathing; Swelling Problem; Bleeding From Wounds; Frequent Yawning; Appetite Loss,Veterinary Clinical Data,Senior,Small,5,False,False,False,False,False,True,False,False
Cat,Ragdoll,10.8,8.2,Unknown,Lethargy,Lethargy; Lethargy; Diarrhea; Fever; Weight Loss,Veterinary Clinical Data,Senior,Medium,5,True,False,True,True,False,False,False,False
Dog,Rottweiler,4.7,32.1,Unknown,Vomiting,Vomiting; Weight Loss; Sneezing; Vomiting; Carcass Decomposes,Veterinary Clinical Data,Adult,XLarge,5,False,True,False,False,False,False,False,False
Cat,Ragdoll,0.7,7.4,Unknown,Lethargy,Lethargy; Appetite Loss; Sneezing; Vomiting; Sneezing,Veterinary Clinical Data,Puppy/Kitten,Medium,5,False,True,False,True,False,True,False,False
Cat,Mixed Breed,2.8,3.4,Unknown,Fever,Fever; Sneezing; Fever; Fever; Lethargy,Veterinary Clinical Data,Young,Small,5,True,False,False,True,False,False,False,False
Cat,Bengal,11.9,3.4,Unknown,Red Skin,Red Skin; Pain; Sneezing; Weight Loss; Lethargy,Veterinary Clinical Data,Senior,Small,5,False,False,False,True,False,False,False,False
Dog,Labrador Retriever,0.6,33.9,Unknown,Coughing,Coughing; Diarrhea; Diarrhea; Appetite Loss; Coughing,Veterinary Clinical Data,Puppy/Kitten,XLarge,5,False,False,True,False,True,True,False,False
Cat,Sphynx,7.3,2.8,Unknown,Weight Loss,Weight Loss; Vomiting; Diarrhea; Weight Loss; Diarrhea,Veterinary Clinical Data,Senior,Small,5,False,True,True,False,False,False,False,False
Cat,Bengal,6.5,3.9,Unknown,Rub,Rub; Appetite Loss; Coughing; Vomiting; Congestion,Veterinary Clinical Data,Adult,Small,5,False,True,False,False,True,True,False,False
Cat,Persian,7.6,4.6,Unknown,Coughing,Coughing; Lethargy; Sneezing; Appetite Loss; Hyperaestesia,Veterinary Clinical Data,Senior,Small,5,False,False,False,True,True,True,False,False
Cat,British Shorthair,8.9,5.2,Unknown,Sneezing,Sneezing; Vomiting; Chronic Eye Inflamation; Appetite Loss; Diarrhea,Veterinary Clinical Data,Senior,Medium,5,False,True,True,False,False,True,False,False
Dog,Labrador Retriever,11.3,39.7,Unknown,Weight Loss,Weight Loss; Lethargy; Coughing; Fever; Appetite Loss,Veterinary Clinical Data,Senior,XLarge,5,True,False,False,True,True,True,False,False
Dog,Bulldog,5.2,23.5,Unknown,Diarrhea,Diarrhea; Appetite Loss; Fever; Change Their Normal Behaviour; Pain,Veterinary Clinical Data,Adult,Large,5,True,False,True,False,False,True,False,False
Dog,Yorkshire Terrier,8.2,8.8,Unknown,Coughing,Coughing; Appetite Loss; Lethargy; Poor Conformation; Fever,Veterinary Clinical Data,Senior,Medium,5,True,False,False,True,True,True,False,False
Dog,Rottweiler,8.7,31.9,Unknown,Weight Loss,Weight Loss; Severe Colic; Vomiting; Diarrhea; Vomiting,Veterinary Clinical Data,Senior,XLarge,5,False,True,True,False,False,False,False,False
Cat,Siamese,13.9,7.7,Unknown,Weight Loss,Weight Loss; Vomiting; Fever; Lethargy; Dejection,Veterinary Clinical Data,Senior,Medium,5,True,True,False,True,False,False,False,False
Dog,Labrador Retriever,9.0,37.2,Unknown,Sneezing,Sneezing; Lethargy; Coughing; Fever; Diarrhea,Veterinary Clinical Data,Senior,XLarge,5,True,False,True,True,True,False,False,False
Cat,Siamese,11.8,6.3,Unknown,Fever,Fever; Coughing; Diarrhea; Skin Issue; Fever,Veterinary Clinical Data,Senior,Medium,5,True,False,True,False,True,False,False,False
Dog,Boxer,8.5,18.0,Unknown,Sneezing,Sneezing; Vomiting; Fever; Pain; Coughing,Veterinary Clinical Data,Senior,Large,5,True,True,False,False,True,False,False,False
Cat,Mixed Breed,2.5,2.8,Unknown,Swollen,Swollen; Warm; Constipation; Lethargy; Bloody,Veterinary Clinical Data,Young,Small,5,False,False,False,True,False,False,False,False
Cat,Mixed Breed,8.7,7.3,Unknown,Pain,Pain; Fever; Diarrhea; Lethargy; Wool Loss,Veterinary Clinical Data,Senior,Medium,5,True,False,True,True,False,False,False,False
Dog,Poodle,14.0,7.2,Unknown,Lethargy,Lethargy; Weight Loss; Lethargy; Sneezing; Lethargy,Veterinary Clinical Data,Senior,Medium,5,False,False,False,True,False,False,False,False
Cat,Bengal,17.6,4.6,Unknown,Coughing,Coughing; Diarrhea; Vomiting; Swelling Of Eyelid; Sneezing,Veterinary Clinical Data,Geriatric,Small,5,False,True,True,False,True,False,False,False
Dog,Boxer,3.2,16.7,Unknown,Lethargy,Lethargy; Lethargy; Vomiting; Sneezing; Pain,Veterinary Clinical Data,Adult,Large,5,False,True,False,True,False,False,False,False
Dog,Poodle,0.5,6.4,Unknown,Lethargy,Lethargy; Stop Eating; Lethargy; Fever; Sneezing,Veterinary Clinical Data,Puppy/Kitten,Medium,5,True,False,False,True,False,False,False,False
Cat,Mixed Breed,16.6,3.7,Unknown,Gas Or Bloating,Gas Or Bloating; Vomiting; Dehydration; Passing Of Undigested Food; Diarrhea,Veterinary Clinical Data,Geriatric,Small,5,False,True,True,False,False,False,False,False
Cat,Maine Coon,13.1,8.0,Unknown,Pain,Pain; Appetite Loss; Vomiting; Pain; Vomiting,Veterinary Clinical Data,Senior,Medium,5,False,True,False,False,False,True,False,False
Dog,Yorkshire Terrier,6.0,8.0,Unknown,Coughing,Coughing; Diarrhea; Changes In Outer Layer Skin; Pustulses; Pain,Veterinary Clinical Data,Adult,Medium,5,False,False,True,False,True,False,False,False
Dog,Labrador Retriever,4.2,35.4,Unknown,Appetite Loss,Appetite Loss; Pain; Coughing; Sneezing; Fever,Veterinary Clinical Data,Adult,XLarge,5,True,False,False,False,True,True,False,False
Dog,Mixed Breed,4.6,40.0,Unknown,Appetite Loss,Appetite Loss; Fever; Lethargy; Diarrhea; Diarrhea,Veterinary Clinical Data,Adult,XLarge,5,True,False,True,True,False,True,False,False
Cat,Mixed Breed,10.2,6.9,Unknown,Unsteady Gait,Unsteady Gait; Twitching; Blindness; Swelling On Joints; Pain,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,False,False,False,False
Cat,Ragdoll,7.2,6.5,Unknown,Fever,Fever; Weight Loss; Blood Clots; Fever; Vomiting,Veterinary Clinical Data,Senior,Medium,5,True,True,False,False,False,False,False,False
Dog,Poodle,3.7,6.6,Unknown,Diarrhea,Diarrhea; Pain; Vomiting; Fever; Appetite Loss,Veterinary Clinical Data,Adult,Medium,5,True,True,True,False,False,True,False,False
Dog,Bulldog,12.3,21.7,Unknown,Pain,Pain; Pain; Sneezing; Enlarged Lymph Nodes Or Swelling; Attempt To Urinate,Veterinary Clinical Data,Senior,Large,5,False,False,False,False,False,False,False,False
Cat,Ragdoll,18.0,7.4,Unknown,Pain,Pain; Appetite Loss; Less Feather Growth; Fever; Fever,Veterinary Clinical Data,Geriatric,Medium,5,True,False,False,False,False,True,False,False
Dog,Labrador Retriever,10.4,32.6,Unknown,Diarrhea,Diarrhea; Appetite Loss; Pain; Coughing; Tear Production,Veterinary Clinical Data,Senior,XLarge,5,False,False,True,False,True,True,False,False
Cat,British Shorthair,11.8,7.4,Unknown,Pain,Pain; Vomiting; Appetite Loss; Loss Of Appettite; Coughing,Veterinary Clinical Data,Senior,Medium,5,False,True,False,False,True,True,False,False
Dog,Boxer,0.5,15.8,Unknown,Lethargy,Lethargy; Appetite Loss; Hemoglobinuria; Vomiting; Faeces Are Streake With Blood,Veterinary Clinical Data,Puppy/Kitten,Large,5,False,True,False,True,False,True,False,False
Dog,Mixed Breed,5.5,26.5,Unknown,Pain,Pain; Lethargy; Diarrhea; Sneezing; Dandruff,Veterinary Clinical Data,Adult,Large,5,False,False,True,True,False,False,False,False
Dog,Golden Retriever,0.8,38.8,Unknown,Vomiting,Vomiting; Lethargy; Pain; Ulcer On Gum; Coughing,Veterinary Clinical Data,Puppy/Kitten,XLarge,5,False,True,False,True,True,False,False,False
Cat,Scottish Fold,5.5,5.6,Unknown,Lethargy,Lethargy; Sneezing; Coughing; Discharge From Eyes; Fatique,Veterinary Clinical Data,Adult,Medium,5,False,False,False,True,True,False,False,False
Dog,German Shepherd,2.7,45.0,Unknown,Fever,Fever; Malaise; Lethargy; Weight Loss; Pain,Veterinary Clinical Data,Young,XLarge,5,True,False,False,True,False,False,False,False
Dog,Labrador Retriever,4.0,38.8,Unknown,Fever,Fever; Hemolytic Anemia; Hemoglobinuria; Pulmonary Congestion; Jaundice,Veterinary Clinical Data,Adult,XLarge,5,True,False,False,False,False,False,False,False
Cat,Siamese,1.9,3.6,Unknown,Lethargy,Lethargy; Lameness; Severe Inflammation; Fever; Pain,Veterinary Clinical Data,Young,Small,5,True,False,False,True,False,False,False,True
Dog,German Shepherd,4.4,35.9,Unknown,Fever,Fever; Pain; Thick Crusting; Weight Loss; Vomiting,Veterinary Clinical Data,Adult,XLarge,5,True,True,False,False,False,False,False,False
Dog,Bulldog,10.4,20.8,Unknown,Diarrhea,Diarrhea; Pain; Redness Of White Of The Eye; Sneezing; Swelling Of Udder,Veterinary Clinical Data,Senior,Large,5,False,False,True,False,False,False,False,False
Cat,British Shorthair,16.0,5.5,Unknown,Lethargy,Lethargy; Diarrhea; Lethargy; Sneezing; Vomiting,Veterinary Clinical Data,Geriatric,Medium,5,False,True,True,True,False,False,False,False
Dog,Beagle,11.6,26.0,Unknown,Lethargy,Lethargy; Lethargy; Sneezing; Diarrhea; Lethargy,Veterinary Clinical Data,Senior,Large,5,False,False,True,True,False,False,False,False
Dog,Mixed Breed,6.7,16.0,Unknown,Diarrhea,Diarrhea; Lethargy; Difficulty Breating; Fever; Lethargy,Veterinary Clinical Data,Adult,Large,5,True,False,True,True,False,False,False,False
Dog,German Shepherd,10.6,25.0,Unknown,Fever,Fever; Lethargy; Vomiting; Diarrhea; Tachypea,Veterinary Clinical Data,Senior,Large,5,True,True,True,True,False,False,False,False
Cat,Ragdoll,15.5,5.6,Unknown,Rough Hair Coat,Rough Hair Coat; Lethargy; Diarrhea; Lethargy; Pain,Veterinary Clinical Data,Geriatric,Medium,5,False,False,True,True,False,False,False,False
Dog,Golden Retriever,8.7,36.5,Unknown,Diarrhea,Diarrhea; Vomiting; Indigestion; Ring Shaped Lesion; Vomiting,Veterinary Clinical Data,Senior,XLarge,5,False,True,True,False,False,False,False,False
Dog,Poodle,2.8,3.0,Unknown,Appetite Loss,Appetite Loss; Exercise In Tolerance; Appetite Loss; Fever; Appetite Loss,Veterinary Clinical Data,Young,Small,5,True,False,False,False,False,True,False,False
Cat,Maine Coon,1.2,8.2,Unknown,Anemia,Anemia; Kid Moratality; Diarrhea; Lethargy; Weight Loss,Veterinary Clinical Data,Young,Medium,5,False,False,True,True,False,False,False,False
Dog,Rottweiler,1.5,24.1,Unknown,Severe Kerititis,Severe Kerititis; Conjunctive; Discharge; Iris Prolapse; Loss Of Eye,Veterinary Clinical Data,Young,Large,5,False,False,False,False,False,False,False,False
Cat,Persian,17.2,6.5,Unknown,Pain,Pain; Appetite Loss; Sneezing; Lossened Teeth; Appetite Loss,Veterinary Clinical Data,Geriatric,Medium,5,False,False,False,False,False,True,False,False
Dog,Labrador Retriever,13.6,40.6,Unknown,Swelling Of Eye,Swelling Of Eye; Fever; Swelling Problem; Lethargy; Dejection,Veterinary Clinical Data,Senior,XLarge,5,True,False,False,True,False,False,False,False
Cat,Bengal,13.1,4.0,Unknown,Weight Loss,Weight Loss; Coughing; Scartching Ear; Vomiting; Appetite Loss,Veterinary Clinical Data,Senior,Small,5,False,True,False,False,True,True,False,False
Dog,Poodle,7.9,8.6,Unknown,Diarrhea,Diarrhea; Appetite Loss; Irritation; Sneezing; Pain,Veterinary Clinical Data,Senior,Medium,5,False,False,True,False,False,True,False,False
Cat,British Shorthair,12.6,2.6,Unknown,Fever,Fever; Sneezing; Weight Loss; Diarrhea; Fever,Veterinary Clinical Data,Senior,Small,5,True,False,True,False,False,False,False,False
Cat,British Shorthair,18.0,4.4,Unknown,Sneezing,Sneezing; Lound Breathing; Nasal Discharge; Inflamed Nostrils; Nosebleeds,Veterinary Clinical Data,Geriatric,Small,5,False,False,False,False,False,False,False,False
Dog,Yorkshire Terrier,6.6,4.6,Unknown,Fever,Fever; Diarrhea; Appetite Loss; Weight Loss; Vomitting,Veterinary Clinical Data,Adult,Small,5,True,False,True,False,False,True,False,False
Dog,Yorkshire Terrier,5.9,7.5,Unknown,Congestion,Congestion; Fever; Fever; Sneezing; Facial Swelling,Veterinary Clinical Data,Adult,Medium,5,True,False,False,False,False,False,False,False
Dog,Boxer,13.7,19.7,Unknown,Shortness Of Breath.,Shortness Of Breath.; Fatigue; Chirping; Loss Of Appetite; Swollen Abdomen,Veterinary Clinical Data,Senior,Large,5,False,False,False,False,False,False,False,False
Cat,Scottish Fold,6.8,3.0,Unknown,Sneezing,Sneezing; Sneezing; Sneezing; Lethargy; Coughing,Veterinary Clinical Data,Adult,Small,5,False,False,False,True,True,False,False,False
Cat,Sphynx,3.5,4.8,Unknown,Coughing,Coughing; Shaking Oh Head; Lethargy; Secondary Infection; Skin Infection,Veterinary Clinical Data,Adult,Small,5,False,False,False,True,True,False,False,False
Dog,German Shepherd,10.9,31.5,Unknown,Septicemia,Septicemia; Agalactia; Vomiting; Fever; Sneezing,Veterinary Clinical Data,Senior,XLarge,5,True,True,False,False,False,False,False,False
Cat,Siamese,8.0,5.2,Unknown,Changed Gait,Changed Gait; Dull Ness; Diffuse; Difficulty Diagnosis; Anemia,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,False,False,False,False
Dog,Poodle,12.6,9.2,Unknown,Vomiting,Vomiting; Pain; Coughing; Lethargy; Diarrhea,Veterinary Clinical Data,Senior,Medium,5,False,True,True,True,True,False,False,False
Cat,Ragdoll,14.0,8.4,Unknown,Lethargy,Lethargy; Coughing; Loss Of Pigment; Appetite Loss; Coughing,Veterinary Clinical Data,Senior,Medium,5,False,False,False,True,True,True,False,False
Cat,Maine Coon,6.2,7.3,Unknown,Weight Loss,Weight Loss; Sneezing; Lethargy; Nervousness; Sneezing,Veterinary Clinical Data,Adult,Medium,5,False,False,False,True,False,False,False,False
Dog,German Shepherd,9.2,32.8,Unknown,Pain,Pain; Malpresentation; Uteria Inertia; Death; Fetopelvic Dispropotion,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,False,False,False,False,False
Cat,Maine Coon,3.8,5.3,Unknown,Lathargy,Lathargy; Inability To Rise; Urine Dribbling; Lathargy; Head Tilt,Veterinary Clinical Data,Adult,Medium,5,False,False,False,False,False,False,False,False
Cat,Maine Coon,0.5,7.7,Unknown,Lethargy,Lethargy; Difficulty In Breathing; Diarrhea; Lethargy; Vomiting,Veterinary Clinical Data,Puppy/Kitten,Medium,5,False,True,True,True,False,False,False,False
Cat,Scottish Fold,5.7,5.9,Unknown,Pain,Pain; Diarrhea; Diarrhea; Appetite Loss; Blue Eye,Veterinary Clinical Data,Adult,Medium,5,False,False,True,False,False,True,False,False
Dog,Boxer,7.4,26.9,Unknown,Lethargy,Lethargy; Weight Loss; Sneezing; Nasal Discharge; Weight Loss,Veterinary Clinical Data,Senior,Large,5,False,False,False,True,False,False,False,False
Cat,Maine Coon,3.0,7.1,Unknown,Bottle Jaw,Bottle Jaw; Aneamia; Lllthrift; Jaundice; Strange Behaviour,Veterinary Clinical Data,Young,Medium,5,False,False,False,False,False,False,False,False
Dog,Rottweiler,9.5,43.3,Unknown,Pain,Pain; Bloody Discharge; Pain; Fever; Lethargy,Veterinary Clinical Data,Senior,XLarge,5,True,False,False,True,False,False,False,False
Cat,Persian,9.6,3.0,Unknown,Lethargy,Lethargy; Blindness; Sudden Death; Vomiting; Lethargy,Veterinary Clinical Data,Senior,Small,5,False,True,False,True,False,False,False,False
Dog,Yorkshire Terrier,5.5,6.4,Unknown,Lethargy,Lethargy; Severe Swellimg; Fever; Rapid Pulse And Heart Rates; Coughing,Veterinary Clinical Data,Adult,Medium,5,True,False,False,True,True,False,False,False
Cat,Siamese,15.3,4.9,Unknown,Succumb,Succumb; Sluggish; Fever; Pain; Appetite Loss,Veterinary Clinical Data,Geriatric,Small,5,True,False,False,False,False,True,False,False
Cat,British Shorthair,7.4,4.1,Unknown,Diarrhea,Diarrhea; Lip; Sneezing; Undigested In Their Feces; Diarrhea,Veterinary Clinical Data,Senior,Small,5,False,False,True,False,False,False,False,False
Dog,Beagle,9.5,28.0,Unknown,Thick Crusting,Thick Crusting; Itchiness; Hair Loss; Watery Eye; Pain,Veterinary Clinical Data,Senior,Large,5,False,False,False,False,False,False,False,False
Cat,Maine Coon,17.9,5.1,Unknown,Diarrhea,Diarrhea; Sneezing; Sneezing; Fever; Lethargy,Veterinary Clinical Data,Geriatric,Medium,5,True,False,True,True,False,False,False,False
Dog,Boxer,8.0,16.2,Unknown,Dark Colored Bloody,Dark Colored Bloody; Terminal Convulsion; Difficulty In Breathing; Incoordination; Fever,Veterinary Clinical Data,Senior,Large,5,True,False,False,False,False,False,False,False
Dog,Poodle,9.8,4.6,Unknown,Stained Wool,Stained Wool; Sneezing; Appetite Loss; Vomiting; Vomiting,Veterinary Clinical Data,Senior,Small,5,False,True,False,False,False,True,False,False
Dog,Labrador Retriever,4.1,43.4,Unknown,Jaundice,Jaundice; Hemoglobinuria; Fever; Hemolytic Anemia; Pulmonary Congestion,Veterinary Clinical Data,Adult,XLarge,5,True,False,False,False,False,False,False,False
Cat,Maine Coon,2.0,5.9,Unknown,Lameness,Lameness; Speech Delay; Coughing; Lameness; Lethargy,Veterinary Clinical Data,Young,Medium,5,False,False,False,True,True,False,False,True
Cat,Bengal,0.5,5.0,Unknown,Vomiting,Vomiting; Pain; Fever; Coughing; Fever,Veterinary Clinical Data,Puppy/Kitten,Small,5,True,True,False,False,True,False,False,False
Dog,Mixed Breed,2.1,12.8,Unknown,Coughing,Coughing; Folded Ears; Diarrhea; Lethargy; Sneezing,Veterinary Clinical Data,Young,Medium,5,False,False,True,True,True,False,False,False
Cat,British Shorthair,1.9,3.3,Unknown,Lethargy,Lethargy; Loss Of Appetite; Difficulty In Swallowing; Lethargy; Vision Problem,Veterinary Clinical Data,Young,Small,5,False,False,False,True,False,False,False,False
Cat,Persian,17.7,5.7,Unknown,Lethargy,Lethargy; Diarrhea; High Moratality; Dehydration; Appetite Loss,Veterinary Clinical Data,Geriatric,Medium,5,False,False,True,True,False,True,False,False
Dog,Beagle,3.2,23.5,Unknown,Lethargy,Lethargy; Fever; Weight Loss; Coughing; Legness,Veterinary Clinical Data,Adult,Large,5,True,False,False,True,True,False,False,False
Dog,Poodle,2.3,3.4,Unknown,Pain,Pain; Fleece Become Thin; Death; Loss Of Wool; Sheep Often Bites,Veterinary Clinical Data,Young,Small,5,False,False,False,False,False,False,False,False
Dog,Poodle,5.1,6.8,Unknown,Diarrhea,Diarrhea; Sneezing; Diarrhea; Lethargy; Pain,Veterinary Clinical Data,Adult,Medium,5,False,False,True,True,False,False,False,False
Dog,Bulldog,10.7,22.9,Unknown,Diarrhea,Diarrhea; Pain; Diarrhea; Coughing; Coughing,Veterinary Clinical Data,Senior,Large,5,False,False,True,False,True,False,False,False
Cat,Siamese,3.2,6.7,Unknown,Fever,Fever; Reduce Growth; Kid Moratality; Lethargy; Lethargy,Veterinary Clinical Data,Adult,Medium,5,True,False,False,True,False,False,False,False
Cat,Scottish Fold,5.7,5.5,Unknown,Distended Chest,Distended Chest; Diarrhea; Diarrhea; Fever; Appetite Loss,Veterinary Clinical Data,Adult,Medium,5,True,False,True,False,False,True,False,False
Dog,Labrador Retriever,0.5,32.2,Unknown,Appetite Loss,Appetite Loss; Lethargy; Diarrhea; Wheezing; Diarrhea,Veterinary Clinical Data,Puppy/Kitten,XLarge,5,False,False,True,True,False,True,False,False
Dog,German Shepherd,4.7,30.2,Unknown,Lethargy,Lethargy; Pain; Diarrhea; Diarrhea; Coughing,Veterinary Clinical Data,Adult,XLarge,5,False,False,True,True,True,False,False,False
Cat,Ragdoll,1.3,5.1,Unknown,Weightloss,Weightloss; Pain; Coughing; Fever; Lethargy,Veterinary Clinical Data,Young,Medium,5,True,False,False,True,True,False,False,False
Cat,Ragdoll,11.6,5.6,Unknown,Fever,Fever; Congestion; Pneumonia; Nasal Discharge; Lethargy,Veterinary Clinical Data,Senior,Medium,5,True,False,False,True,False,False,False,False
Dog,Boxer,6.0,21.1,Unknown,Smell,Smell; Diarrhea; Pain; Fever; Lethargy,Veterinary Clinical Data,Adult,Large,5,True,False,True,True,False,False,False,False
Dog,German Shepherd,14.4,41.0,Unknown,Weight Loss,Weight Loss; Vomiting; Diarrhea; Diarrhea; Misshapen Beak,Veterinary Clinical Data,Senior,XLarge,5,False,True,True,False,False,False,False,False
Dog,Rottweiler,7.5,40.4,Unknown,Weight Loss,Weight Loss; Lethargy; Severe Inflammation; Appetite Loss; Sneezing,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,True,False,True,False,False
Cat,Mixed Breed,8.2,5.3,Unknown,Appetite Loss,Appetite Loss; Skin Ulcer; Pain; Sneezing; Lethargy,Veterinary Clinical Data,Senior,Medium,5,False,False,False,True,False,True,False,False
Dog,Golden Retriever,1.7,28.4,Unknown,Lethargy,Lethargy; Aneamia; Coughing; Poor Growth; Lethargy,Veterinary Clinical Data,Young,Large,5,False,False,False,True,True,False,False,False
Dog,Yorkshire Terrier,5.9,6.6,Unknown,Sneezing,Sneezing; Diarrhea; Diarrhea; Fever; Lethargy,Veterinary Clinical Data,Adult,Medium,5,True,False,True,True,False,False,False,False
Dog,Yorkshire Terrier,7.8,4.4,Unknown,Weight Loss,Weight Loss; Appetite Loss; Skeleten Abnormalities; Vomiting; Pain,Veterinary Clinical Data,Senior,Small,5,False,True,False,False,False,True,False,False
Cat,Siamese,7.8,3.4,Unknown,Appetite Loss,Appetite Loss; Lethargy; Lethargy; Diarrhea; Vomiting,Veterinary Clinical Data,Senior,Small,5,False,True,True,True,False,True,False,False
Cat,Persian,17.4,3.7,Unknown,Sickness,Sickness; Loss Of Appetite; Vomiting; Weight Loss; Raised Growth Or Bump,Veterinary Clinical Data,Geriatric,Small,5,False,True,False,False,False,False,False,False
Dog,Golden Retriever,8.3,32.5,Unknown,Lethargy,Lethargy; Fever; Vomiting; Weight Loss; Pain,Veterinary Clinical Data,Senior,XLarge,5,True,True,False,True,False,False,False,False
Dog,Poodle,3.6,4.0,Unknown,Blurry Vision,Blurry Vision; Slow Growth; Excessive Blood Loss; Eye Discharge; Dizziness And Fainting,Veterinary Clinical Data,Adult,Small,5,False,False,False,False,False,False,False,False
Cat,Bengal,16.4,6.0,Unknown,Pain,Pain; Weight Loss; Sweat; Diarrhea; Vomiting,Veterinary Clinical Data,Geriatric,Medium,5,False,True,True,False,False,False,False,False
Dog,Poodle,0.5,6.0,Unknown,Vomiting,Vomiting; Pain; Fever; Vomiting; Vomiting,Veterinary Clinical Data,Puppy/Kitten,Medium,5,True,True,False,False,False,False,False,False
