age,weight,symptom_count,weight_age_ratio,is_young,is_senior,is_emergency,is_chronic,urgency_level,animal_type_encoded,breed_encoded,gender_encoded,primary_symptom_encoded,symptom_severity_encoded,breed_size_encoded,breed_health_risk_encoded,life_stage_encoded,weight_status_encoded,symptom_pattern_encoded,season_encoded,time_of_day_encoded,data_source_encoded,has_fever,has_vomiting,has_diarrhea,has_lethargy,has_coughing,has_appetite_loss,has_skin_lesions,has_lameness
7.7,39.4,5,4.528735632183908,False,True,False,False,3,7,52,2,229,1,1,1,5,0,18,3,3,4,True,False,False,False,False,False,False,False
8.1,25.8,5,2.8351648351648353,False,True,False,False,2,7,23,2,355,3,4,2,5,0,17,3,3,4,False,False,True,True,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,26,117,2,119,2,4,5,6,3,20,1,3,1,True,False,False,True,False,False,False,False
3.0,80.0,4,20.0,False,False,False,False,3,30,109,0,709,1,4,5,0,3,20,0,1,0,False,False,False,True,False,False,False,False
8.9,5.9,5,0.595959595959596,False,True,False,False,1,7,87,2,106,2,2,8,5,0,10,3,1,4,False,False,True,False,True,False,False,False
15.0,7.1,5,0.44375,False,True,False,False,3,7,121,2,229,1,3,5,1,0,13,3,0,4,True,False,False,False,True,True,False,False
18.0,6.3,5,0.33157894736842103,False,True,False,False,3,3,25,2,229,1,4,5,1,0,14,1,1,4,True,False,True,True,False,False,False,False
5.0,22.0,5,3.6666666666666665,False,False,False,False,1,7,23,2,463,2,4,2,0,0,14,0,3,4,False,False,False,True,True,True,False,False
11.9,4.1,5,0.31782945736434104,False,True,False,False,1,7,121,2,464,2,3,5,1,2,24,3,1,4,True,False,False,False,False,False,False,False
5.2,22.8,5,3.6774193548387095,False,False,False,False,2,7,13,2,694,3,2,3,0,0,9,0,0,4,False,True,False,True,False,True,False,False
4.6,6.4,5,1.142857142857143,False,False,False,False,1,3,107,2,106,2,4,5,0,0,10,0,3,4,False,True,False,False,True,False,False,False
8.7,26.4,5,2.7216494845360826,False,True,False,False,1,7,63,2,583,2,1,6,5,0,31,0,3,4,False,False,False,True,False,False,False,True
3.0,21.772416,0,5.443104,False,False,False,False,1,7,37,0,532,2,2,0,0,0,20,1,2,3,False,False,False,False,False,False,False,False
9.2,8.3,5,0.8137254901960785,False,True,False,False,1,7,121,2,473,2,3,5,5,0,6,1,3,4,False,False,True,True,False,True,False,False
0.5,2.6,5,1.7333333333333334,True,False,False,False,1,3,16,2,106,2,4,5,3,0,28,0,2,4,False,False,False,True,True,False,False,False
12.3,8.1,5,0.6090225563909774,False,True,False,False,2,3,70,2,355,3,4,5,1,1,6,3,1,4,False,True,True,True,False,True,False,False
6.7,28.8,5,3.74025974025974,False,False,False,False,2,7,63,2,355,3,1,6,0,0,14,2,3,4,True,True,False,True,True,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,22,117,2,583,2,4,5,6,3,24,2,0,1,False,False,False,False,False,False,False,False
15.0,24.1,5,1.50625,False,True,False,False,3,7,27,2,709,1,4,7,1,0,31,3,3,4,False,False,False,True,True,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,0,117,2,338,2,4,5,6,3,19,1,0,1,False,False,False,False,False,False,False,False
14.0,8.4,5,0.56,False,True,False,False,2,3,89,2,355,3,4,5,1,1,14,2,1,4,False,False,False,True,True,True,False,False
3.8,39.2,5,8.166666666666668,False,False,False,False,1,7,52,2,583,2,1,1,0,0,13,0,3,4,False,True,False,False,False,False,False,False
5.0,4.5,4,0.75,False,False,False,False,1,3,1,1,106,2,4,5,0,0,24,0,2,0,True,False,False,False,True,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,3,117,2,631,2,4,5,6,3,19,3,2,1,False,False,False,False,False,False,False,False
13.7,15.0,5,1.0204081632653061,False,True,False,False,3,7,27,2,229,1,4,7,1,0,20,3,3,4,True,False,False,True,False,False,False,False
11.8,45.0,5,3.515625,False,True,False,False,1,7,94,2,338,2,1,5,1,0,19,3,1,4,False,False,False,False,False,False,False,False
7.5,30.8,5,3.623529411764706,False,True,False,False,1,7,23,2,556,2,4,2,5,0,2,0,0,4,False,False,True,False,False,False,False,False
14.9,5.8,5,0.36477987421383645,False,True,False,False,3,3,82,2,709,1,4,5,1,0,31,0,2,4,False,False,False,True,True,False,False,False
12.3,2.5,5,0.18796992481203006,False,True,False,False,1,3,25,2,106,2,4,5,1,0,17,2,0,4,False,False,True,True,True,True,False,False
15.1,5.6,5,0.3478260869565217,False,True,False,False,2,3,89,2,355,3,4,5,1,0,28,2,3,4,True,False,False,True,False,False,False,False
10.5,17.1,5,1.4869565217391305,False,True,False,False,3,7,27,2,709,1,4,7,1,0,28,3,0,4,False,False,False,True,False,False,False,False
3.0,570.0,4,142.5,False,False,False,False,2,5,56,0,355,3,4,5,0,3,6,2,1,0,False,False,True,True,False,True,False,False
5.6,4.8,5,0.7272727272727273,False,False,False,False,1,7,121,2,317,2,3,5,0,2,20,1,3,4,True,False,False,True,False,False,False,False
4.9,12.7,5,2.1525423728813555,False,False,False,False,1,7,75,2,415,2,4,5,0,0,20,1,0,4,False,False,False,True,False,False,False,False
3.2,21.1,5,5.023809523809524,False,False,False,False,3,7,75,2,229,1,4,5,0,0,10,2,0,4,True,False,False,False,False,True,False,False
3.4,25.0,5,5.681818181818182,False,False,False,False,3,7,23,2,709,1,4,2,0,0,24,0,3,4,True,False,False,False,False,False,False,False
5.3,36.3,5,5.761904761904762,False,False,False,False,1,7,51,2,106,2,1,4,0,0,14,2,1,4,False,False,True,True,True,False,False,False
1.0,4.6,5,2.3,True,False,False,False,2,3,82,2,355,3,4,5,7,0,20,1,1,4,False,False,False,True,False,False,False,False
3.0,25.0,5,6.25,False,False,False,False,3,7,52,2,709,1,1,1,0,0,23,0,0,4,False,False,False,True,False,False,False,False
2.9,25.0,5,6.410256410256411,False,False,False,False,1,7,52,2,419,2,1,1,7,0,6,0,3,4,False,False,False,True,False,True,False,False
3.8,7.2,5,1.5,False,False,False,False,2,3,97,2,27,3,4,5,0,0,17,1,1,4,True,False,False,True,True,True,False,False
13.6,7.3,5,0.5,False,True,False,False,3,3,70,2,229,1,4,5,1,0,20,0,1,4,True,False,False,True,False,False,False,False
4.0,41.8,5,8.36,False,False,False,False,1,7,52,2,176,2,1,1,0,0,28,2,1,4,False,False,False,True,True,False,False,False
16.1,4.5,5,0.2631578947368421,False,True,False,False,3,3,16,2,229,1,4,5,1,0,28,3,1,4,True,False,False,False,True,False,False,False
12.4,7.7,5,0.5746268656716418,False,True,False,False,2,3,75,2,27,3,4,5,1,0,5,1,2,4,False,False,False,False,False,True,False,False
0.0,0.0,5,0.0,False,False,False,False,3,28,117,2,229,1,4,5,6,3,24,0,1,1,True,False,False,False,False,False,False,False
5.6,25.6,5,3.8787878787878793,False,False,False,False,3,7,94,2,229,1,1,5,0,0,18,3,2,4,True,False,False,False,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,3,117,2,673,2,4,5,6,3,18,1,1,1,False,False,False,False,False,False,False,False
18.0,6.6,5,0.34736842105263155,False,True,False,False,2,3,75,2,128,3,4,5,1,0,5,0,1,4,True,False,True,False,False,False,False,False
16.2,3.3,5,0.19186046511627908,False,True,False,False,2,3,97,2,355,3,4,5,1,0,28,2,0,4,True,False,False,True,False,False,False,False
10.9,7.9,5,0.6638655462184874,False,True,False,False,1,7,121,2,109,2,3,5,1,0,14,1,2,4,False,False,True,True,False,False,False,False
10.4,8.0,5,0.7017543859649122,False,True,False,False,1,3,16,2,375,2,4,5,1,0,10,1,3,4,False,True,False,False,True,False,False,False
7.8,7.5,5,0.8522727272727272,False,True,False,False,2,7,87,2,567,3,2,8,5,0,25,0,1,4,False,False,False,False,True,False,True,False
10.9,2.7,5,0.226890756302521,False,True,False,False,2,3,16,2,694,3,4,5,1,0,14,1,3,4,False,True,False,True,True,False,False,False
2.9,40.0,5,10.256410256410257,False,False,False,False,3,7,75,2,229,1,4,5,7,0,20,0,3,4,True,False,False,True,False,False,False,False
5.3,31.6,5,5.015873015873016,False,False,False,False,1,7,75,2,298,2,4,5,0,0,28,1,1,4,True,False,False,True,False,False,False,False
11.7,4.6,5,0.3622047244094488,False,True,False,False,1,3,75,2,6,2,4,5,1,0,2,3,1,4,True,False,True,False,False,False,False,False
11.2,34.5,5,2.8278688524590168,False,True,False,False,3,7,63,2,437,1,1,6,1,0,19,2,1,4,False,False,False,False,False,False,False,False
13.1,5.6,5,0.39716312056737585,False,True,False,False,2,3,89,2,355,3,4,5,1,0,23,2,1,4,True,False,False,True,False,False,False,False
2.0,7.8,5,2.6,False,False,False,False,3,7,121,2,229,1,3,5,7,0,18,0,3,4,True,False,False,False,False,False,False,False
4.0,43.5,5,8.7,False,False,False,False,1,7,63,2,58,2,1,6,0,0,6,2,0,4,False,True,True,True,False,False,False,False
7.7,5.5,5,0.632183908045977,False,True,False,False,3,7,87,2,229,1,2,8,5,0,6,1,3,4,True,True,False,True,False,False,False,False
10.2,8.7,5,0.7767857142857143,False,True,False,False,1,7,87,2,618,2,2,8,1,0,27,1,3,4,True,False,False,False,True,False,False,False
9.1,6.8,5,0.6732673267326733,False,True,False,False,3,3,89,2,709,1,4,5,5,0,2,0,3,4,True,True,True,False,False,False,False,False
7.7,4.7,5,0.5402298850574714,False,True,False,False,1,7,121,2,603,2,3,5,5,2,19,0,3,4,False,False,False,False,False,False,False,False
10.3,8.9,5,0.7876106194690266,False,True,False,False,3,3,70,2,229,1,4,5,1,1,31,3,0,4,True,False,False,True,True,False,False,False
4.9,4.0,5,0.6779661016949152,False,False,False,False,2,3,82,2,694,3,4,5,0,0,13,2,3,4,False,True,False,False,True,False,False,False
16.0,5.2,5,0.3058823529411765,False,True,False,False,3,3,102,2,437,1,4,5,1,0,17,2,0,4,False,True,False,True,True,False,False,False
8.4,24.5,5,2.606382978723404,False,True,False,False,2,7,13,2,355,3,2,3,5,0,14,0,2,4,False,False,True,True,False,False,False,False
10.8,23.8,5,2.016949152542373,False,True,False,False,1,7,27,2,368,2,4,7,1,0,14,0,3,4,True,False,False,True,False,False,False,False
9.4,31.8,5,3.0576923076923075,False,True,False,False,1,7,52,2,647,2,1,1,5,0,10,1,1,4,False,False,True,False,True,True,False,False
18.0,2.5,5,0.13157894736842105,False,True,False,False,3,3,25,2,229,1,4,5,1,0,10,3,3,4,True,True,False,False,True,False,False,False
5.5,3.7,5,0.5692307692307692,False,False,False,False,1,3,16,2,106,2,4,5,0,0,14,0,3,4,False,True,False,True,True,False,False,False
15.0,23.1,5,1.44375,False,True,False,False,1,7,75,2,583,2,4,5,1,0,10,2,0,4,False,False,True,False,False,False,False,False
15.4,18.7,5,1.1402439024390245,False,True,False,False,1,7,23,2,368,2,4,2,1,0,6,3,2,4,False,False,True,True,False,False,False,False
12.8,5.3,5,0.38405797101449274,False,True,False,False,1,3,16,2,136,2,4,5,1,0,14,2,1,4,False,False,False,True,False,True,False,False
3.7,13.8,5,2.9361702127659575,False,False,False,False,1,7,13,2,634,2,2,3,0,0,19,0,0,4,False,False,False,False,False,False,False,False
3.0,6.6,5,1.65,False,False,False,False,3,3,70,2,437,1,4,5,0,0,19,3,3,4,True,False,False,False,False,False,False,False
0.9,3.6,5,1.8947368421052633,True,False,False,False,3,7,87,2,709,1,2,8,4,2,14,2,2,4,False,False,False,True,False,True,False,False
5.7,6.9,5,1.0298507462686568,False,False,False,False,1,3,70,2,106,2,4,5,0,0,28,3,2,4,False,False,False,True,True,False,False,False
9.4,6.3,5,0.6057692307692307,False,True,False,False,2,3,107,2,355,3,4,5,5,0,17,1,3,4,False,False,False,True,True,True,False,False
15.3,5.1,5,0.31288343558282206,False,True,False,False,1,3,102,2,63,2,4,5,1,0,10,2,1,4,True,False,True,False,True,True,False,False
13.2,27.9,5,1.9647887323943662,False,True,False,False,2,7,63,2,355,3,1,6,1,0,20,2,2,4,False,False,False,True,False,False,False,False
2.1,35.1,5,11.32258064516129,False,False,False,False,2,7,75,2,694,3,4,5,7,0,10,3,2,4,False,True,True,False,True,True,False,False
15.0,28.8,5,1.8,False,True,False,False,2,7,23,2,27,3,4,2,1,0,2,1,2,4,True,True,True,False,False,True,False,False
5.2,33.9,5,5.467741935483871,False,False,False,False,2,7,52,2,355,3,1,1,0,0,14,2,3,4,False,False,False,True,True,True,False,False
9.6,8.5,5,0.8018867924528302,False,True,False,False,2,3,70,2,694,3,4,5,5,1,14,1,2,4,True,True,False,True,True,False,False,False
3.3,5.9,5,1.3720930232558142,False,False,False,False,3,7,121,2,709,1,3,5,0,0,18,2,0,4,True,False,False,False,False,False,False,False
12.6,7.6,5,0.5588235294117647,False,True,False,False,3,3,82,2,229,1,4,5,1,0,14,3,0,4,True,True,False,True,False,False,False,False
8.9,4.9,5,0.494949494949495,False,True,False,False,2,3,82,2,341,3,4,5,5,0,5,0,0,4,False,False,False,False,False,True,False,True
7.8,4.3,5,0.4886363636363636,False,True,False,False,3,3,16,2,229,1,4,5,5,0,2,3,3,4,True,False,True,False,False,False,False,False
12.4,29.2,5,2.1791044776119404,False,True,False,False,1,7,94,2,372,2,1,5,1,0,18,0,0,4,True,False,False,False,False,False,False,False
15.1,5.6,5,0.3478260869565217,False,True,False,False,3,3,107,2,229,1,4,5,1,0,2,1,1,4,True,True,False,False,False,True,False,False
7.2,5.0,5,0.6097560975609757,False,True,False,False,1,3,102,2,589,2,4,5,5,0,9,1,1,4,False,False,True,True,False,False,False,False
8.4,29.2,5,3.106382978723404,False,True,False,False,1,7,94,2,280,2,1,5,5,0,20,2,3,4,False,False,False,True,False,False,False,False
3.1,37.4,5,9.121951219512196,False,False,False,False,1,7,75,2,583,2,4,5,0,0,13,0,1,4,True,False,False,False,False,True,False,False
7.7,17.4,5,2.0,False,True,False,False,2,7,23,2,128,3,4,2,5,0,14,1,1,4,False,False,True,True,False,True,False,False
11.0,530.0,4,44.166666666666664,False,True,False,False,3,18,76,0,709,1,4,5,5,3,18,3,3,0,True,False,False,False,False,False,False,False
9.8,31.5,5,2.9166666666666665,False,True,False,False,3,7,52,2,229,1,1,1,5,0,10,2,2,4,True,False,False,False,True,True,False,False
11.0,6.5,5,0.5416666666666666,False,True,False,False,1,3,70,2,583,2,4,5,1,0,28,3,2,4,True,False,False,True,False,False,False,False
13.2,7.5,5,0.5281690140845071,False,True,False,False,2,3,75,2,128,3,4,5,1,0,6,3,2,4,True,False,True,True,False,False,False,False
3.0,110.0,4,27.5,False,False,False,False,1,26,44,1,106,2,4,5,0,3,28,0,0,0,True,False,False,True,True,False,False,False
0.0,0.0,5,0.0,False,False,False,False,3,30,117,2,709,1,4,5,6,3,10,2,1,1,False,False,True,False,True,False,False,False
2.1,9.1,5,2.9354838709677415,False,False,False,False,3,7,87,2,437,1,2,8,7,0,13,2,3,4,True,True,True,False,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,8,117,2,198,2,4,5,6,3,20,2,3,1,False,False,False,True,False,False,False,False
10.4,5.2,5,0.45614035087719296,False,True,False,False,3,3,16,2,437,1,4,5,1,0,9,1,2,4,False,False,True,True,False,False,False,False
4.8,38.5,5,6.637931034482759,False,False,False,False,2,7,94,2,341,3,1,5,0,0,23,3,3,4,False,False,False,True,False,False,False,True
8.7,24.0,5,2.4742268041237114,False,True,False,False,2,7,27,2,355,3,4,7,5,0,9,3,1,4,False,False,True,True,False,True,False,False
2.8,6.8,5,1.7894736842105263,False,False,False,False,3,3,107,2,229,1,4,5,7,0,19,2,2,4,True,False,False,False,False,False,False,False
6.6,6.3,5,0.8289473684210527,False,False,False,False,2,3,70,2,128,3,4,5,0,0,10,2,0,4,False,False,True,False,False,True,False,False
8.2,40.0,5,4.347826086956522,False,True,False,False,1,7,75,2,583,2,4,5,5,0,17,2,2,4,False,False,False,True,False,True,False,False
6.1,6.1,5,0.8591549295774648,False,False,False,False,2,3,89,2,27,3,4,5,0,0,5,2,0,4,True,False,False,False,False,True,False,False
18.0,4.9,5,0.2578947368421053,False,True,False,False,3,3,97,2,229,1,4,5,1,0,9,2,1,4,True,True,False,True,False,False,False,False
1.2,5.3,5,2.4090909090909087,True,False,False,False,1,7,75,2,101,2,4,5,7,0,1,0,2,4,False,False,False,False,False,False,False,False
18.0,3.1,5,0.1631578947368421,False,True,False,False,3,3,107,2,709,1,4,5,1,0,13,0,2,4,True,True,False,False,False,False,False,False
13.5,6.6,5,0.4551724137931034,False,True,False,False,1,7,87,2,474,2,2,8,1,0,18,1,3,4,False,False,False,False,False,False,False,False
9.2,15.0,5,1.4705882352941178,False,True,False,False,3,7,27,2,709,1,4,7,5,0,6,3,1,4,False,False,True,True,False,False,False,False
4.0,10.0,4,2.0,False,False,False,False,2,3,16,1,694,3,4,5,0,1,6,3,2,0,True,True,False,True,False,False,False,False
11.5,4.0,5,0.32,False,True,False,False,2,3,25,2,694,3,4,5,1,0,2,0,3,4,False,True,True,False,False,False,False,False
6.6,18.1,5,2.3815789473684212,False,False,False,False,3,7,27,2,229,1,4,7,0,0,18,1,1,4,True,False,False,False,False,False,False,False
5.9,5.9,5,0.855072463768116,False,False,False,False,2,7,121,2,355,3,3,5,0,0,31,0,3,4,False,False,False,True,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,2,117,2,55,2,4,5,6,3,14,2,0,1,False,False,True,True,True,False,False,False
8.5,16.3,5,1.7157894736842105,False,True,False,False,3,7,27,2,229,1,4,7,5,0,10,3,1,4,True,False,False,False,True,True,False,False
14.3,8.0,5,0.5228758169934641,False,True,False,False,2,3,107,2,355,3,4,5,1,0,28,1,2,4,True,False,False,True,False,False,False,False
3.0,6.0,4,1.5,False,False,False,False,1,3,16,0,409,2,4,5,0,0,24,2,1,0,True,False,False,False,True,False,False,False
3.8,8.0,5,1.6666666666666667,False,False,False,False,3,3,16,2,709,1,4,5,0,0,6,1,1,4,False,False,False,True,False,True,False,False
1.5,24.1,5,9.64,True,False,False,False,1,7,94,2,544,2,1,5,7,0,18,1,2,4,False,False,False,False,False,False,False,False
4.3,18.6,5,3.5094339622641515,False,False,False,False,2,7,27,2,128,3,4,7,0,0,14,0,2,4,False,False,True,True,True,True,False,False
2.6,4.1,5,1.1388888888888888,False,False,False,False,1,7,121,2,689,2,3,5,7,2,19,1,0,4,False,False,False,False,False,False,False,False
10.8,6.1,5,0.5169491525423728,False,True,False,False,1,3,102,2,106,2,4,5,1,0,14,3,3,4,False,True,False,True,True,False,False,False
10.3,5.7,5,0.504424778761062,False,True,False,False,1,3,75,2,536,2,4,5,1,0,10,1,3,4,False,False,False,False,True,True,False,False
0.0,0.0,5,0.0,False,False,False,False,3,15,117,2,229,1,4,5,6,3,18,2,0,1,True,False,False,False,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,2,9,117,2,128,3,4,5,6,3,5,1,0,1,False,False,True,False,False,False,False,False
6.7,2.6,5,0.33766233766233766,False,False,False,False,1,3,75,2,697,2,4,5,0,0,18,1,0,4,False,False,False,False,False,False,False,False
8.2,9.0,5,0.9782608695652175,False,True,False,False,2,3,70,2,355,3,4,5,5,1,6,0,0,4,False,False,False,True,False,True,False,False
5.9,7.0,5,1.0144927536231882,False,False,False,False,3,3,70,2,229,1,4,5,0,0,20,1,1,4,True,False,False,True,False,False,False,False
13.0,17.7,5,1.2642857142857142,False,True,False,False,1,7,23,2,384,2,4,2,1,0,18,1,1,4,True,False,False,False,False,False,False,False
11.8,9.8,5,0.765625,False,True,False,False,3,7,75,2,229,1,4,5,1,0,2,2,0,4,True,False,True,False,False,True,False,False
5.2,7.1,5,1.1451612903225805,False,False,False,False,2,3,70,2,355,3,4,5,0,0,14,0,1,4,False,False,False,True,False,True,False,False
4.2,5.8,5,1.1153846153846154,False,False,False,False,1,3,89,2,583,2,4,5,0,0,13,3,1,4,False,False,True,False,False,True,False,False
9.0,550.0,4,55.0,False,True,False,False,2,18,9,1,341,3,4,5,5,3,19,1,2,0,True,False,False,False,False,False,False,True
10.4,6.8,5,0.5964912280701754,False,True,False,False,2,3,70,2,694,3,4,5,1,0,6,0,3,4,False,True,True,True,False,False,False,False
6.9,2.8,5,0.3544303797468354,False,False,False,False,1,3,75,2,409,2,4,5,0,0,10,0,1,4,False,True,False,False,False,False,False,False
6.6,3.9,5,0.5131578947368421,False,False,False,False,1,3,75,2,288,2,4,5,0,0,23,2,0,4,True,False,False,True,False,False,False,False
10.2,5.3,5,0.47321428571428575,False,True,False,False,2,3,82,2,355,3,4,5,1,0,9,2,1,4,False,False,False,True,False,True,False,False
8.6,25.0,5,2.604166666666667,False,True,False,False,3,7,52,2,709,1,1,1,5,0,24,1,0,4,False,False,False,False,True,False,False,False
0.8,22.4,5,12.444444444444443,True,False,False,False,1,7,13,2,622,2,2,3,4,0,10,2,1,4,False,False,True,False,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,3,10,117,2,229,1,4,5,6,3,2,0,0,1,True,True,True,False,False,False,False,False
13.0,650.0,4,46.42857142857143,False,True,False,False,2,18,14,0,341,3,4,5,5,3,19,1,1,0,True,False,False,False,False,False,False,True
11.0,3.5,5,0.2916666666666667,False,True,False,False,3,3,107,2,709,1,4,5,1,0,5,1,2,4,False,False,True,False,False,False,False,False
4.1,18.3,5,3.5882352941176476,False,False,False,False,3,7,23,2,229,1,4,2,0,0,10,0,0,4,True,False,True,False,False,False,False,False
4.1,7.3,5,1.4313725490196079,False,False,False,False,1,7,121,2,425,2,3,5,0,0,24,0,0,4,True,False,False,False,True,False,False,False
3.6,15.0,5,3.2608695652173916,False,False,False,False,2,7,13,2,694,3,2,3,0,0,13,1,3,4,False,True,True,False,True,False,False,False
15.0,39.1,5,2.44375,False,True,False,False,1,7,51,2,106,2,1,4,1,0,28,1,2,4,False,False,False,True,True,False,False,False
3.0,2.0,4,0.5,False,False,False,False,1,28,47,1,583,2,4,5,0,3,24,3,2,0,True,False,False,False,False,False,False,False
0.5,42.9,5,28.599999999999998,True,False,False,False,2,7,52,2,128,3,1,1,4,0,10,1,3,4,True,False,True,False,False,False,False,False
9.1,8.0,5,0.7920792079207921,False,True,False,False,2,3,25,2,694,3,4,5,5,0,6,0,0,4,False,True,True,True,False,False,False,False
4.4,7.4,5,1.3703703703703702,False,False,False,False,3,3,75,2,229,1,4,5,0,0,9,0,0,4,True,True,False,True,False,False,False,False
9.6,5.9,5,0.5566037735849058,False,True,False,False,3,3,70,2,709,1,4,5,5,0,10,0,1,4,False,True,False,False,False,True,False,False
0.0,0.0,5,0.0,False,False,False,False,1,2,117,2,219,2,4,5,6,3,10,1,1,1,False,False,True,False,False,True,False,False
2.7,5.5,5,1.4864864864864864,False,False,False,False,3,7,87,2,229,1,2,8,7,0,6,1,2,4,True,False,False,True,False,True,False,False
12.8,33.2,5,2.4057971014492754,False,True,False,False,2,7,63,2,27,3,1,6,1,0,2,1,0,4,True,True,False,False,False,True,False,False
5.5,3.0,5,0.46153846153846156,False,False,False,False,2,7,121,2,694,3,3,5,0,2,2,0,3,4,True,True,False,False,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,2,117,2,344,2,4,5,6,3,24,1,3,1,False,False,False,False,True,False,False,False
11.8,8.3,5,0.6484375,False,True,False,False,3,7,121,2,229,1,3,5,1,0,19,2,2,4,True,False,False,False,False,False,False,True
9.5,18.3,5,1.7428571428571429,False,True,False,False,2,7,27,2,355,3,4,7,5,0,6,2,2,4,True,False,True,True,False,False,False,False
9.8,8.0,5,0.7407407407407407,False,True,False,False,2,3,16,2,694,3,4,5,5,0,10,2,0,4,False,True,False,False,False,True,False,False
13.6,27.8,5,1.904109589041096,False,True,False,False,2,7,23,2,128,3,4,2,1,0,6,1,2,4,False,True,True,True,False,False,False,False
16.6,5.0,5,0.28409090909090906,False,True,False,False,3,3,70,2,437,1,4,5,1,0,17,1,2,4,False,True,False,True,False,False,False,False
5.3,23.1,5,3.666666666666667,False,False,False,False,2,7,27,2,694,3,4,7,0,0,6,2,0,4,True,True,False,True,False,True,False,False
5.1,7.9,5,1.2950819672131149,False,False,False,False,1,3,89,2,127,2,4,5,0,0,2,0,3,4,False,False,True,False,False,False,False,False
14.2,32.1,5,2.111842105263158,False,True,False,False,1,7,63,2,368,2,1,6,1,0,13,0,2,4,False,False,False,False,True,False,False,False
13.4,7.3,5,0.5069444444444444,False,True,False,False,1,3,82,2,302,2,4,5,1,0,14,2,0,4,True,False,False,True,False,True,False,False
18.0,5.5,5,0.2894736842105263,False,True,False,False,1,3,89,2,106,2,4,5,1,0,24,3,3,4,True,False,False,False,True,False,False,False
4.5,2.5,5,0.45454545454545453,False,False,False,False,2,3,75,2,694,3,4,5,0,0,5,0,1,4,True,True,True,False,False,False,False,False
10.5,5.7,5,0.4956521739130435,False,True,False,False,1,3,75,2,431,2,4,5,1,0,19,3,0,4,False,False,False,False,False,False,False,False
8.5,6.8,5,0.7157894736842105,False,True,False,False,1,3,82,2,267,2,4,5,5,0,6,0,1,4,False,True,False,True,False,False,False,False
7.6,7.2,5,0.8372093023255814,False,True,False,False,3,3,70,2,437,1,4,5,5,0,19,2,2,4,True,False,False,False,False,False,False,False
8.0,7.3,5,0.8111111111111111,False,True,False,False,3,3,89,2,709,1,4,5,5,0,5,0,3,4,False,True,False,False,False,False,False,False
11.9,34.9,5,2.705426356589147,False,True,False,False,2,7,63,2,27,3,1,6,1,0,6,0,1,4,False,False,True,True,False,True,False,False
12.8,5.1,5,0.3695652173913043,False,True,False,False,2,3,75,2,128,3,4,5,1,0,2,3,1,4,True,False,True,False,False,False,False,False
9.3,7.5,5,0.7281553398058251,False,True,False,False,2,3,89,2,694,3,4,5,5,0,14,1,1,4,True,True,False,True,True,False,False,False
13.3,32.8,5,2.2937062937062933,False,True,False,False,2,7,23,2,355,3,4,2,1,0,6,1,0,4,False,True,True,True,False,False,False,False
12.4,40.0,5,2.9850746268656714,False,True,False,False,2,7,51,2,341,3,1,4,1,0,19,1,2,4,False,False,False,False,False,False,False,True
11.5,4.7,5,0.376,False,True,False,False,2,3,16,2,355,3,4,5,1,0,6,0,0,4,False,True,True,True,False,True,False,False
6.9,29.0,5,3.670886075949367,False,False,False,False,1,7,23,2,115,2,4,2,0,0,20,0,0,4,False,False,False,True,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,3,12,117,2,229,1,4,5,6,3,5,1,3,1,True,True,True,False,False,False,False,False
8.0,7.0,5,0.7777777777777778,False,True,False,False,2,7,121,2,694,3,3,5,5,0,10,2,2,4,False,True,True,False,True,True,False,False
0.0,0.0,5,0.0,False,False,False,False,1,30,117,2,664,2,4,5,6,3,10,3,1,1,False,False,False,False,True,True,False,False
12.2,33.8,5,2.5606060606060606,False,True,False,False,2,7,51,2,694,3,1,4,1,0,14,2,0,4,True,True,False,True,True,True,False,False
11.2,15.0,5,1.2295081967213115,False,True,False,False,3,7,13,2,709,1,2,3,1,0,5,0,1,4,False,True,False,False,False,True,False,False
2.2,5.1,5,1.5937499999999998,False,False,False,False,1,3,75,2,366,2,4,5,7,0,5,1,3,4,True,True,False,False,False,False,False,False
3.8,7.0,5,1.4583333333333335,False,False,False,False,3,3,89,2,709,1,4,5,0,0,20,3,3,4,False,False,False,True,False,False,False,False
15.0,29.5,5,1.84375,False,True,False,False,2,7,75,2,355,3,4,5,1,0,14,2,2,4,False,False,False,True,True,True,False,False
6.7,17.2,5,2.2337662337662336,False,False,False,False,3,7,75,2,437,1,4,5,0,0,19,2,0,4,False,False,False,False,False,False,False,False
9.2,29.9,5,2.931372549019608,False,True,False,False,1,7,13,2,440,2,2,3,5,0,10,2,2,4,True,True,False,False,False,False,False,False
10.8,5.7,5,0.4830508474576271,False,True,False,False,3,3,102,2,709,1,4,5,1,0,23,2,0,4,False,False,False,True,False,False,False,False
